"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","HRWKD","TOT","HR_WKD","A","1970",1963.47897461718,
"PRT","HRWKD","TOT","HR_WKD","A","1971",1950.57347900937,
"PRT","HRWKD","TOT","HR_WKD","A","1972",1938.5898045164,
"PRT","HRWKD","TOT","HR_WKD","A","1973",1926.60613002343,
"PRT","HRWKD","TOT","HR_WKD","A","1974",1914.62245553046,
"PRT","HRWKD","TOT","HR_WKD","A","1975",1903.56060215234,
"PRT","HRWKD","TOT","HR_WKD","A","1976",1892.49874877421,
"PRT","HRWKD","TOT","HR_WKD","A","1977",1881.43689539609,
"PRT","HRWKD","TOT","HR_WKD","A","1978",1870.37504201796,
"PRT","HRWKD","TOT","HR_WKD","A","1979",1859.31318863984,
"PRT","HRWKD","TOT","HR_WKD","A","1980",1849.17315637656,
"PRT","HRWKD","TOT","HR_WKD","A","1981",1838.11130299843,
"PRT","HRWKD","TOT","HR_WKD","A","1982",1827.04944962031,
"PRT","HRWKD","TOT","HR_WKD","A","1983",1816.90941735702,
"PRT","HRWKD","TOT","HR_WKD","A","1984",1805.8475639789,
"PRT","HRWKD","TOT","HR_WKD","A","1985",1795.70753171562,
"PRT","HRWKD","TOT","HR_WKD","A","1986",1784.64567833749,
"PRT","HRWKD","TOT","HR_WKD","A","1987",1799.39481617499,
"PRT","HRWKD","TOT","HR_WKD","A","1988",1798.47299506015,
"PRT","HRWKD","TOT","HR_WKD","A","1989",1817.83123847187,
"PRT","HRWKD","TOT","HR_WKD","A","1990",1805.8475639789,
"PRT","HRWKD","TOT","HR_WKD","A","1991",1739.47644371015,
"PRT","HRWKD","TOT","HR_WKD","A","1992",1682.32353458984,
"PRT","HRWKD","TOT","HR_WKD","A","1993",1684.16717681952,
"PRT","HRWKD","TOT","HR_WKD","A","1994",1691.54174573827,
"PRT","HRWKD","TOT","HR_WKD","A","1995",1749.35488220426,
"PRT","HRWKD","TOT","HR_WKD","A","1996",1750.32589688575,
"PRT","HRWKD","TOT","HR_WKD","A","1997",1745.6707629641,
"PRT","HRWKD","TOT","HR_WKD","A","1998",1759.92789096011,
"PRT","HRWKD","TOT","HR_WKD","A","1999",1761.55795019222,
"PRT","HRWKD","TOT","HR_WKD","A","2000",1770.41368141025,
"PRT","HRWKD","TOT","HR_WKD","A","2001",1755.08378053671,
"PRT","HRWKD","TOT","HR_WKD","A","2002",1748.68024544364,
"PRT","HRWKD","TOT","HR_WKD","A","2003",1742.20048268816,
"PRT","HRWKD","TOT","HR_WKD","A","2004",1747.85220431788,
"PRT","HRWKD","TOT","HR_WKD","A","2005",1749.74947786644,
"PRT","HRWKD","TOT","HR_WKD","A","2006",1738.86552855398,
"PRT","HRWKD","TOT","HR_WKD","A","2007",1754.67235466955,
"PRT","HRWKD","TOT","HR_WKD","A","2008",1742.57685007047,
"PRT","HRWKD","TOT","HR_WKD","A","2009",1742.97524350624,
"PRT","HRWKD","TOT","HR_WKD","A","2010",1745.59501344182,
"PRT","HRWKD","TOT","HR_WKD","A","2011",1724.36234118751,
"PRT","HRWKD","TOT","HR_WKD","A","2012",1708.21794696756,
"PRT","HRWKD","TOT","HR_WKD","A","2013",1717.55337135112,
"PRT","HRWKD","TOT","HR_WKD","A","2014",1724.57550480372,
"PRT","HRWKD","TOT","HR_WKD","A","2015",1731.7335114217,
"PRT","HRWKD","TOT","HR_WKD","A","2016",1737.47606434054,
"PRT","HRWKD","TOT","HR_WKD","A","2017",1727.14047263943,
"PRT","HRWKD","TOT","HR_WKD","A","2018",1737.70375215135,
"PRT","HRWKD","TOT","HR_WKD","A","2019",1743.93031905266,
"PRT","HRWKD","TOT","HR_WKD","A","2020",1611.19346205528,
"PRT","HRWKD","TOT","HR_WKD","A","2021",1648.9427488591,
"SVK","HRWKD","TOT","HR_WKD","A","1995",1853,
"SVK","HRWKD","TOT","HR_WKD","A","1996",1820,
"SVK","HRWKD","TOT","HR_WKD","A","1997",1830,
"SVK","HRWKD","TOT","HR_WKD","A","1998",1822,
"SVK","HRWKD","TOT","HR_WKD","A","1999",1816,
"SVK","HRWKD","TOT","HR_WKD","A","2000",1816,
"SVK","HRWKD","TOT","HR_WKD","A","2001",1801,
"SVK","HRWKD","TOT","HR_WKD","A","2002",1754,
"SVK","HRWKD","TOT","HR_WKD","A","2003",1698,
"SVK","HRWKD","TOT","HR_WKD","A","2004",1742,
"SVK","HRWKD","TOT","HR_WKD","A","2005",1769,
"SVK","HRWKD","TOT","HR_WKD","A","2006",1774,
"SVK","HRWKD","TOT","HR_WKD","A","2007",1791,
"SVK","HRWKD","TOT","HR_WKD","A","2008",1793,
"SVK","HRWKD","TOT","HR_WKD","A","2009",1780,
"SVK","HRWKD","TOT","HR_WKD","A","2010",1805,
"SVK","HRWKD","TOT","HR_WKD","A","2011",1793,
"SVK","HRWKD","TOT","HR_WKD","A","2012",1789,
"SVK","HRWKD","TOT","HR_WKD","A","2013",1772,
"SVK","HRWKD","TOT","HR_WKD","A","2014",1760,
"SVK","HRWKD","TOT","HR_WKD","A","2015",1754,
"SVK","HRWKD","TOT","HR_WKD","A","2016",1740,
"SVK","HRWKD","TOT","HR_WKD","A","2017",1713.78384120432,
"SVK","HRWKD","TOT","HR_WKD","A","2018",1703.92396055708,
"SVK","HRWKD","TOT","HR_WKD","A","2019",1691.98630781248,
"SVK","HRWKD","TOT","HR_WKD","A","2020",1571.98039240206,
"SVK","HRWKD","TOT","HR_WKD","A","2021",1583.15940762679,
"ESP","HRWKD","TOT","HR_WKD","A","1977",2036.3,
"ESP","HRWKD","TOT","HR_WKD","A","1978",2004.9,
"ESP","HRWKD","TOT","HR_WKD","A","1979",1954.3,
"ESP","HRWKD","TOT","HR_WKD","A","1980",1936,
"ESP","HRWKD","TOT","HR_WKD","A","1981",1901.6,
"ESP","HRWKD","TOT","HR_WKD","A","1982",1880.3,
"ESP","HRWKD","TOT","HR_WKD","A","1983",1847.9,
"ESP","HRWKD","TOT","HR_WKD","A","1984",1803.4,
"ESP","HRWKD","TOT","HR_WKD","A","1985",1793.3,
"ESP","HRWKD","TOT","HR_WKD","A","1986",1785.2,
"ESP","HRWKD","TOT","HR_WKD","A","1987",1777.1,
"ESP","HRWKD","TOT","HR_WKD","A","1988",1773,
"ESP","HRWKD","TOT","HR_WKD","A","1989",1760.9,
"ESP","HRWKD","TOT","HR_WKD","A","1990",1762.9,
"ESP","HRWKD","TOT","HR_WKD","A","1991",1772,
"ESP","HRWKD","TOT","HR_WKD","A","1992",1763.9,
"ESP","HRWKD","TOT","HR_WKD","A","1993",1755.8,
"ESP","HRWKD","TOT","HR_WKD","A","1994",1754.8,
"ESP","HRWKD","TOT","HR_WKD","A","1995",1754.8,
"ESP","HRWKD","TOT","HR_WKD","A","1996",1749.7,
"ESP","HRWKD","TOT","HR_WKD","A","1997",1749.7,
"ESP","HRWKD","TOT","HR_WKD","A","1998",1753.8,
"ESP","HRWKD","TOT","HR_WKD","A","1999",1753.8,
"ESP","HRWKD","TOT","HR_WKD","A","2000",1752.8,
"ESP","HRWKD","TOT","HR_WKD","A","2001",1762.1,
"ESP","HRWKD","TOT","HR_WKD","A","2002",1763.6,
"ESP","HRWKD","TOT","HR_WKD","A","2003",1754.6,
"ESP","HRWKD","TOT","HR_WKD","A","2004",1739.9,
"ESP","HRWKD","TOT","HR_WKD","A","2005",1723.7,
"ESP","HRWKD","TOT","HR_WKD","A","2006",1713.7,
"ESP","HRWKD","TOT","HR_WKD","A","2007",1701.3,
"ESP","HRWKD","TOT","HR_WKD","A","2008",1710.1,
"ESP","HRWKD","TOT","HR_WKD","A","2009",1715.8,
"ESP","HRWKD","TOT","HR_WKD","A","2010",1705.8,
"ESP","HRWKD","TOT","HR_WKD","A","2011",1710.7,
"ESP","HRWKD","TOT","HR_WKD","A","2012",1696.7,
"ESP","HRWKD","TOT","HR_WKD","A","2013",1689.8,
"ESP","HRWKD","TOT","HR_WKD","A","2014",1690.6,
"ESP","HRWKD","TOT","HR_WKD","A","2015",1694.2,
"ESP","HRWKD","TOT","HR_WKD","A","2016",1701.5,
"ESP","HRWKD","TOT","HR_WKD","A","2017",1692.4,
"ESP","HRWKD","TOT","HR_WKD","A","2018",1697.62195152733,
"ESP","HRWKD","TOT","HR_WKD","A","2019",1682.93641908017,
"ESP","HRWKD","TOT","HR_WKD","A","2020",1569.67218571875,
"ESP","HRWKD","TOT","HR_WKD","A","2021",1640.94070030968,
"SWE","HRWKD","TOT","HR_WKD","A","1950",1820.79461150236,
"SWE","HRWKD","TOT","HR_WKD","A","1951",1812.66606412958,
"SWE","HRWKD","TOT","HR_WKD","A","1952",1812.66606412958,
"SWE","HRWKD","TOT","HR_WKD","A","1953",1794.6026255234,
"SWE","HRWKD","TOT","HR_WKD","A","1954",1804.5375167568,
"SWE","HRWKD","TOT","HR_WKD","A","1955",1794.6026255234,
"SWE","HRWKD","TOT","HR_WKD","A","1956",1772.02332726569,
"SWE","HRWKD","TOT","HR_WKD","A","1957",1772.02332726569,
"SWE","HRWKD","TOT","HR_WKD","A","1958",1743.12182549581,
"SWE","HRWKD","TOT","HR_WKD","A","1959",1719.63935530778,
"SWE","HRWKD","TOT","HR_WKD","A","1960",1715.12349565624,
"SWE","HRWKD","TOT","HR_WKD","A","1961",1716.92983951685,
"SWE","HRWKD","TOT","HR_WKD","A","1962",1706.09177635315,
"SWE","HRWKD","TOT","HR_WKD","A","1963",1700.6727447713,
"SWE","HRWKD","TOT","HR_WKD","A","1964",1672.67441493173,
"SWE","HRWKD","TOT","HR_WKD","A","1965",1662.73952369833,
"SWE","HRWKD","TOT","HR_WKD","A","1966",1650.09511667401,
"SWE","HRWKD","TOT","HR_WKD","A","1967",1622.09678683444,
"SWE","HRWKD","TOT","HR_WKD","A","1968",1583.26039383117,
"SWE","HRWKD","TOT","HR_WKD","A","1969",1562.48743943407,
"SWE","HRWKD","TOT","HR_WKD","A","1970",1562.48743943407,
"SWE","HRWKD","TOT","HR_WKD","A","1971",1533.58593766419,
"SWE","HRWKD","TOT","HR_WKD","A","1972",1497.45906045184,
"SWE","HRWKD","TOT","HR_WKD","A","1973",1483.0083095669,
"SWE","HRWKD","TOT","HR_WKD","A","1974",1465.84804289103,
"SWE","HRWKD","TOT","HR_WKD","A","1975",1444.17191656362,
"SWE","HRWKD","TOT","HR_WKD","A","1976",1452.3004639364,
"SWE","HRWKD","TOT","HR_WKD","A","1977",1427.91482181807,
"SWE","HRWKD","TOT","HR_WKD","A","1978",1391.78794460572,
"SWE","HRWKD","TOT","HR_WKD","A","1979",1381.85305337232,
"SWE","HRWKD","TOT","HR_WKD","A","1980",1380.04670951171,
"SWE","HRWKD","TOT","HR_WKD","A","1981",1371.91816213893,
"SWE","HRWKD","TOT","HR_WKD","A","1982",1384.56256916325,
"SWE","HRWKD","TOT","HR_WKD","A","1983",1393.59428846634,
"SWE","HRWKD","TOT","HR_WKD","A","1984",1396.30380425726,
"SWE","HRWKD","TOT","HR_WKD","A","1985",1399.9164919785,
"SWE","HRWKD","TOT","HR_WKD","A","1986",1398.11014811788,
"SWE","HRWKD","TOT","HR_WKD","A","1987",1407.14186742097,
"SWE","HRWKD","TOT","HR_WKD","A","1988",1425.20530602714,
"SWE","HRWKD","TOT","HR_WKD","A","1989",1423.39896216652,
"SWE","HRWKD","TOT","HR_WKD","A","1990",1420.6894463756,
"SWE","HRWKD","TOT","HR_WKD","A","1991",1408.04503935128,
"SWE","HRWKD","TOT","HR_WKD","A","1992",1424.30213409683,
"SWE","HRWKD","TOT","HR_WKD","A","1993",1440.55922884239,
"SWE","HRWKD","TOT","HR_WKD","A","1994",1474.87976219412,
"SWE","HRWKD","TOT","HR_WKD","A","1995",1481.56013915233,
"SWE","HRWKD","TOT","HR_WKD","A","1996",1492.86502947426,
"SWE","HRWKD","TOT","HR_WKD","A","1997",1497.28555244863,
"SWE","HRWKD","TOT","HR_WKD","A","1998",1496.33721836349,
"SWE","HRWKD","TOT","HR_WKD","A","1999",1504.89135750424,
"SWE","HRWKD","TOT","HR_WKD","A","2000",1485.59549958848,
"SWE","HRWKD","TOT","HR_WKD","A","2001",1464.50008655287,
"SWE","HRWKD","TOT","HR_WKD","A","2002",1443.66342756516,
"SWE","HRWKD","TOT","HR_WKD","A","2003",1431.29835025705,
"SWE","HRWKD","TOT","HR_WKD","A","2004",1452.61239911565,
"SWE","HRWKD","TOT","HR_WKD","A","2005",1451.47568511689,
"SWE","HRWKD","TOT","HR_WKD","A","2006",1450.11726826222,
"SWE","HRWKD","TOT","HR_WKD","A","2007",1461.68670158821,
"SWE","HRWKD","TOT","HR_WKD","A","2008",1471.28275495887,
"SWE","HRWKD","TOT","HR_WKD","A","2009",1457.93161385157,
"SWE","HRWKD","TOT","HR_WKD","A","2010",1483.01758914872,
"SWE","HRWKD","TOT","HR_WKD","A","2011",1483.8625893551,
"SWE","HRWKD","TOT","HR_WKD","A","2012",1471.37194201233,
"SWE","HRWKD","TOT","HR_WKD","A","2013",1462.89289906718,
"SWE","HRWKD","TOT","HR_WKD","A","2014",1464.35975425907,
"SWE","HRWKD","TOT","HR_WKD","A","2015",1465.87117288071,
"SWE","HRWKD","TOT","HR_WKD","A","2016",1478.11109158103,
"SWE","HRWKD","TOT","HR_WKD","A","2017",1466.70910516774,
"SWE","HRWKD","TOT","HR_WKD","A","2018",1466.18058667684,
"SWE","HRWKD","TOT","HR_WKD","A","2019",1453.42360181864,
"SWE","HRWKD","TOT","HR_WKD","A","2020",1426.15544289783,
"SWE","HRWKD","TOT","HR_WKD","A","2021",1444.28508500871,
"CHE","HRWKD","TOT","HR_WKD","A","1991",1718.1,
"CHE","HRWKD","TOT","HR_WKD","A","1992",1725.4,
"CHE","HRWKD","TOT","HR_WKD","A","1993",1720.4,
"CHE","HRWKD","TOT","HR_WKD","A","1994",1739.7,
"CHE","HRWKD","TOT","HR_WKD","A","1995",1720.3,
"CHE","HRWKD","TOT","HR_WKD","A","1996",1696.9,
"CHE","HRWKD","TOT","HR_WKD","A","1997",1687.5,
"CHE","HRWKD","TOT","HR_WKD","A","1998",1695.5,
"CHE","HRWKD","TOT","HR_WKD","A","1999",1717.4,
"CHE","HRWKD","TOT","HR_WKD","A","2000",1712.7,
"CHE","HRWKD","TOT","HR_WKD","A","2001",1672.8,
"CHE","HRWKD","TOT","HR_WKD","A","2002",1651.3,
"CHE","HRWKD","TOT","HR_WKD","A","2003",1664.5,
"CHE","HRWKD","TOT","HR_WKD","A","2004",1695,
"CHE","HRWKD","TOT","HR_WKD","A","2005",1690,
"CHE","HRWKD","TOT","HR_WKD","A","2006",1679.2,
"CHE","HRWKD","TOT","HR_WKD","A","2007",1668.9,
"CHE","HRWKD","TOT","HR_WKD","A","2008",1659.5,
"CHE","HRWKD","TOT","HR_WKD","A","2009",1650.8,
"CHE","HRWKD","TOT","HR_WKD","A","2010",1611.23500886904,
"CHE","HRWKD","TOT","HR_WKD","A","2011",1608.30928393012,
"CHE","HRWKD","TOT","HR_WKD","A","2012",1592.56354785703,
"CHE","HRWKD","TOT","HR_WKD","A","2013",1572.68872051852,
"CHE","HRWKD","TOT","HR_WKD","A","2014",1564.47038560536,
"CHE","HRWKD","TOT","HR_WKD","A","2015",1576.61996224313,
"CHE","HRWKD","TOT","HR_WKD","A","2016",1577.04416248937,
"CHE","HRWKD","TOT","HR_WKD","A","2017",1559.09025293729,
"CHE","HRWKD","TOT","HR_WKD","A","2018",1551.41571943214,
"CHE","HRWKD","TOT","HR_WKD","A","2019",1549.43467859147,
"CHE","HRWKD","TOT","HR_WKD","A","2020",1498.49979109325,
"CHE","HRWKD","TOT","HR_WKD","A","2021",1533.30415801523,
"TUR","HRWKD","TOT","HR_WKD","A","1970",2086,
"TUR","HRWKD","TOT","HR_WKD","A","1971",2077,
"TUR","HRWKD","TOT","HR_WKD","A","1972",2069,
"TUR","HRWKD","TOT","HR_WKD","A","1973",2060,
"TUR","HRWKD","TOT","HR_WKD","A","1974",2044,
"TUR","HRWKD","TOT","HR_WKD","A","1975",2028,
"TUR","HRWKD","TOT","HR_WKD","A","1976",2012,
"TUR","HRWKD","TOT","HR_WKD","A","1977",1996,
"TUR","HRWKD","TOT","HR_WKD","A","1978",1980,
"TUR","HRWKD","TOT","HR_WKD","A","1979",1964,
"TUR","HRWKD","TOT","HR_WKD","A","1980",1957,
"TUR","HRWKD","TOT","HR_WKD","A","1981",1950,
"TUR","HRWKD","TOT","HR_WKD","A","1982",1943,
"TUR","HRWKD","TOT","HR_WKD","A","1983",1935,
"TUR","HRWKD","TOT","HR_WKD","A","1984",1871,
"TUR","HRWKD","TOT","HR_WKD","A","1985",1898,
"TUR","HRWKD","TOT","HR_WKD","A","1986",1883,
"TUR","HRWKD","TOT","HR_WKD","A","1987",1844,
"TUR","HRWKD","TOT","HR_WKD","A","1988",1837,
"TUR","HRWKD","TOT","HR_WKD","A","1989",1867,
"TUR","HRWKD","TOT","HR_WKD","A","1990",1866,
"TUR","HRWKD","TOT","HR_WKD","A","1991",1870,
"TUR","HRWKD","TOT","HR_WKD","A","1992",1897,
"TUR","HRWKD","TOT","HR_WKD","A","1993",1917,
"TUR","HRWKD","TOT","HR_WKD","A","1994",1886,
"TUR","HRWKD","TOT","HR_WKD","A","1995",1876,
"TUR","HRWKD","TOT","HR_WKD","A","1996",1892,
"TUR","HRWKD","TOT","HR_WKD","A","1997",1878,
"TUR","HRWKD","TOT","HR_WKD","A","1998",1884,
"TUR","HRWKD","TOT","HR_WKD","A","1999",1925,
"TUR","HRWKD","TOT","HR_WKD","A","2000",1937,
"TUR","HRWKD","TOT","HR_WKD","A","2001",1942,
"TUR","HRWKD","TOT","HR_WKD","A","2002",1943,
"TUR","HRWKD","TOT","HR_WKD","A","2003",1943,
"TUR","HRWKD","TOT","HR_WKD","A","2004",1918,
"TUR","HRWKD","TOT","HR_WKD","A","2005",1936,
"TUR","HRWKD","TOT","HR_WKD","A","2006",1944,
"TUR","HRWKD","TOT","HR_WKD","A","2007",1911,
"TUR","HRWKD","TOT","HR_WKD","A","2008",1900,
"TUR","HRWKD","TOT","HR_WKD","A","2009",1881,
"TUR","HRWKD","TOT","HR_WKD","A","2010",1877,
"TUR","HRWKD","TOT","HR_WKD","A","2011",1864,
"TUR","HRWKD","TOT","HR_WKD","A","2012",1855,
"TUR","HRWKD","TOT","HR_WKD","A","2013",1832,
"TUR","HRWKD","TOT","HR_WKD","A","2014",1829.54313813143,
"TUR","HRWKD","TOT","HR_WKD","A","2015",1810.70719713903,
"TUR","HRWKD","TOT","HR_WKD","A","2016",1789.41439427805,
"TUR","HRWKD","TOT","HR_WKD","A","2017",1775.4921770228,
"TUR","HRWKD","TOT","HR_WKD","A","2018",1745.19088064372,
"TUR","HRWKD","TOT","HR_WKD","A","2019",1732.08761734466,
"TUR","HRWKD","TOT","HR_WKD","A","2020",1572.39159588735,
"GBR","HRWKD","TOT","HR_WKD","A","1970",1775.23275347054,
"GBR","HRWKD","TOT","HR_WKD","A","1971",1740.40629780101,
"GBR","HRWKD","TOT","HR_WKD","A","1972",1709.24578483354,
"GBR","HRWKD","TOT","HR_WKD","A","1973",1760.56898266232,
"GBR","HRWKD","TOT","HR_WKD","A","1974",1724.82604131728,
"GBR","HRWKD","TOT","HR_WKD","A","1975",1720.24361293971,
"GBR","HRWKD","TOT","HR_WKD","A","1976",1704.66335645597,
"GBR","HRWKD","TOT","HR_WKD","A","1977",1687.2501286212,
"GBR","HRWKD","TOT","HR_WKD","A","1978",1668.92041511093,
"GBR","HRWKD","TOT","HR_WKD","A","1979",1661.58852970681,
"GBR","HRWKD","TOT","HR_WKD","A","1980",1619.43018863317,
"GBR","HRWKD","TOT","HR_WKD","A","1981",1567.19050512888,
"GBR","HRWKD","TOT","HR_WKD","A","1982",1580.93779026158,
"GBR","HRWKD","TOT","HR_WKD","A","1983",1568.10699080439,
"GBR","HRWKD","TOT","HR_WKD","A","1984",1582.77076161261,
"GBR","HRWKD","TOT","HR_WKD","A","1985",1613.01478890457,
"GBR","HRWKD","TOT","HR_WKD","A","1986",1615.76424593112,
"GBR","HRWKD","TOT","HR_WKD","A","1987",1605.68290350046,
"GBR","HRWKD","TOT","HR_WKD","A","1988",1642.34233052102,
"GBR","HRWKD","TOT","HR_WKD","A","1989",1631.34450241485,
"GBR","HRWKD","TOT","HR_WKD","A","1990",1617.59721728214,
"GBR","HRWKD","TOT","HR_WKD","A","1991",1614.8477602556,
"GBR","HRWKD","TOT","HR_WKD","A","1992",1582.77076161261,
"GBR","HRWKD","TOT","HR_WKD","A","1993",1577.27184755953,
"GBR","HRWKD","TOT","HR_WKD","A","1994",1586.43670431467,
"GBR","HRWKD","TOT","HR_WKD","A","1995",1586.43670431467,
"GBR","HRWKD","TOT","HR_WKD","A","1996",1586.43670431467,
"GBR","HRWKD","TOT","HR_WKD","A","1997",1586.43670431467,
"GBR","HRWKD","TOT","HR_WKD","A","1998",1581.8542759371,
"GBR","HRWKD","TOT","HR_WKD","A","1999",1572.68941918196,
"GBR","HRWKD","TOT","HR_WKD","A","2000",1558.02564837374,
"GBR","HRWKD","TOT","HR_WKD","A","2001",1562.60807675131,
"GBR","HRWKD","TOT","HR_WKD","A","2002",1543.36187756551,
"GBR","HRWKD","TOT","HR_WKD","A","2003",1534.19702081037,
"GBR","HRWKD","TOT","HR_WKD","A","2004",1533.82364916553,
"GBR","HRWKD","TOT","HR_WKD","A","2005",1544.03614916964,
"GBR","HRWKD","TOT","HR_WKD","A","2006",1536.39004010535,
"GBR","HRWKD","TOT","HR_WKD","A","2007",1541.16885827053,
"GBR","HRWKD","TOT","HR_WKD","A","2008",1524.92087650892,
"GBR","HRWKD","TOT","HR_WKD","A","2009",1516.3190038116,
"GBR","HRWKD","TOT","HR_WKD","A","2010",1507.23924929775,
"GBR","HRWKD","TOT","HR_WKD","A","2011",1515.36324017856,
"GBR","HRWKD","TOT","HR_WKD","A","2012",1531.05414767024,
"GBR","HRWKD","TOT","HR_WKD","A","2013",1533.51824163557,
"GBR","HRWKD","TOT","HR_WKD","A","2014",1542.21877782007,
"GBR","HRWKD","TOT","HR_WKD","A","2015",1525.12738239767,
"GBR","HRWKD","TOT","HR_WKD","A","2016",1541.27530613615,
"GBR","HRWKD","TOT","HR_WKD","A","2017",1535.67959843546,
"GBR","HRWKD","TOT","HR_WKD","A","2018",1536.17570701615,
"GBR","HRWKD","TOT","HR_WKD","A","2019",1537.04327841863,
"GBR","HRWKD","TOT","HR_WKD","A","2020",1363.76723547926,
"GBR","HRWKD","TOT","HR_WKD","A","2021",1497.37546260946,
"USA","HRWKD","TOT","HR_WKD","A","1950",1967.87679289051,
"USA","HRWKD","TOT","HR_WKD","A","1951",1986.5487601824,
"USA","HRWKD","TOT","HR_WKD","A","1952",1988.42339622591,
"USA","HRWKD","TOT","HR_WKD","A","1953",1993.14481464122,
"USA","HRWKD","TOT","HR_WKD","A","1954",1984.11755576478,
"USA","HRWKD","TOT","HR_WKD","A","1955",2003.20062733952,
"USA","HRWKD","TOT","HR_WKD","A","1956",2002.39,
"USA","HRWKD","TOT","HR_WKD","A","1957",1973.322,
"USA","HRWKD","TOT","HR_WKD","A","1958",1947.184,
"USA","HRWKD","TOT","HR_WKD","A","1959",1957.55711654667,
"USA","HRWKD","TOT","HR_WKD","A","1960",1952.19147388992,
"USA","HRWKD","TOT","HR_WKD","A","1961",1941.31106491116,
"USA","HRWKD","TOT","HR_WKD","A","1962",1959.5334516077,
"USA","HRWKD","TOT","HR_WKD","A","1963",1971.94381778428,
"USA","HRWKD","TOT","HR_WKD","A","1964",1975.36292035274,
"USA","HRWKD","TOT","HR_WKD","A","1965",1983.83330340989,
"USA","HRWKD","TOT","HR_WKD","A","1966",1973.71763031248,
"USA","HRWKD","TOT","HR_WKD","A","1967",1950.95219291563,
"USA","HRWKD","TOT","HR_WKD","A","1968",1939.72629279093,
"USA","HRWKD","TOT","HR_WKD","A","1969",1937.55208117623,
"USA","HRWKD","TOT","HR_WKD","A","1970",1906.6601750938,
"USA","HRWKD","TOT","HR_WKD","A","1971",1894.38031712151,
"USA","HRWKD","TOT","HR_WKD","A","1972",1889.8252240717,
"USA","HRWKD","TOT","HR_WKD","A","1973",1890.54156020917,
"USA","HRWKD","TOT","HR_WKD","A","1974",1859.64871890518,
"USA","HRWKD","TOT","HR_WKD","A","1975",1838.80930763197,
"USA","HRWKD","TOT","HR_WKD","A","1976",1840.6584248035,
"USA","HRWKD","TOT","HR_WKD","A","1977",1844.45790322937,
"USA","HRWKD","TOT","HR_WKD","A","1978",1835.82748338729,
"USA","HRWKD","TOT","HR_WKD","A","1979",1833.72416871697,
"USA","HRWKD","TOT","HR_WKD","A","1980",1816.09362765859,
"USA","HRWKD","TOT","HR_WKD","A","1981",1812.33244263063,
"USA","HRWKD","TOT","HR_WKD","A","1982",1803.33408760082,
"USA","HRWKD","TOT","HR_WKD","A","1983",1821.69075052853,
"USA","HRWKD","TOT","HR_WKD","A","1984",1839.05045553816,
"USA","HRWKD","TOT","HR_WKD","A","1985",1837.50025262449,
"USA","HRWKD","TOT","HR_WKD","A","1986",1829.23506978348,
"USA","HRWKD","TOT","HR_WKD","A","1987",1839.02369273155,
"USA","HRWKD","TOT","HR_WKD","A","1988",1837.30489350926,
"USA","HRWKD","TOT","HR_WKD","A","1989",1848.43333845786,
"USA","HRWKD","TOT","HR_WKD","A","1990",1832.50772095248,
"USA","HRWKD","TOT","HR_WKD","A","1991",1823.454,
"USA","HRWKD","TOT","HR_WKD","A","1992",1967.87679289051,
"USA","HRWKD","TOT","HR_WKD","A","1993",1967.87679289051,
"USA","HRWKD","TOT","HR_WKD","A","1994",1839.483,
"USA","HRWKD","TOT","HR_WKD","A","1995",1839.384,
"USA","HRWKD","TOT","HR_WKD","A","1996",1840.446,
"USA","HRWKD","TOT","HR_WKD","A","1997",1842.957,
"USA","HRWKD","TOT","HR_WKD","A","1998",1842.28,
"USA","HRWKD","TOT","HR_WKD","A","1999",1838.804,
"USA","HRWKD","TOT","HR_WKD","A","2000",1832.16,
"USA","HRWKD","TOT","HR_WKD","A","2001",1810.772,
"USA","HRWKD","TOT","HR_WKD","A","2002",1805.895,
"USA","HRWKD","TOT","HR_WKD","A","2003",1796.418,
"USA","HRWKD","TOT","HR_WKD","A","2004",1798.124,
"USA","HRWKD","TOT","HR_WKD","A","2005",1794.312,
"USA","HRWKD","TOT","HR_WKD","A","2006",1796.333,
"USA","HRWKD","TOT","HR_WKD","A","2007",1795.48745454545,
"USA","HRWKD","TOT","HR_WKD","A","2008",1786.23391666667,
"USA","HRWKD","TOT","HR_WKD","A","2009",1760.9085,
"USA","HRWKD","TOT","HR_WKD","A","2010",1771.556,
"USA","HRWKD","TOT","HR_WKD","A","2011",1778.3375,
"USA","HRWKD","TOT","HR_WKD","A","2012",1781.96783333333,
"USA","HRWKD","TOT","HR_WKD","A","2013",1780.353,
"USA","HRWKD","TOT","HR_WKD","A","2014",1781.96783333333,
"USA","HRWKD","TOT","HR_WKD","A","2015",1783.01666666667,
"USA","HRWKD","TOT","HR_WKD","A","2016",1778.41766666667,
"USA","HRWKD","TOT","HR_WKD","A","2017",1777.57066666667,
"USA","HRWKD","TOT","HR_WKD","A","2018",1781.56716666667,
"USA","HRWKD","TOT","HR_WKD","A","2019",1777.241,
"USA","HRWKD","TOT","HR_WKD","A","2020",1767.095,
"USA","HRWKD","TOT","HR_WKD","A","2021",1791,
"CHL","HRWKD","TOT","HR_WKD","A","1986",2399,
"CHL","HRWKD","TOT","HR_WKD","A","1987",2405,
"CHL","HRWKD","TOT","HR_WKD","A","1988",2411,
"CHL","HRWKD","TOT","HR_WKD","A","1989",2416,
